,GraduationYear,FieldofStudy,NFQLevel,Institutions,NumberofGraduates
6664,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,IT Sligo,10
6665,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,IT Tallaght,10
6672,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Athlone IT,20
6676,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Cork IT,80
6677,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Carlow,20
6679,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Dundalk IT,20
6682,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Dublin Institute of Technology,60
6683,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Galway-Mayo IT,20
6685,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Limerick IT,20
6687,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Letterkenny IT,20
6693,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Sligo,10
6694,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Tallaght,50
6698,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Waterford IT,10
6701,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Athlone IT,20
6704,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University College Cork,360
6705,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Cork IT,100
6706,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Carlow,20
6707,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Dublin City University,190
6708,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Dundalk IT,20
6710,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University College Dublin,380
6711,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Dublin Institute of Technology,80
6712,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Galway-Mayo IT,30
6713,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,"National University of Ireland, Galway",340
6714,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Limerick IT,50
6715,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University of Limerick,150
6716,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Letterkenny IT,20
6718,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Maynooth University,200
6719,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Mary Immaculate College,30
6722,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Sligo,40
6723,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Tallaght,30
6724,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Tralee,10
6725,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Trinity College Dublin,360
6727,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Waterford IT,30
6730,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Athlone IT,10
6733,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University College Cork,60
6736,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Dublin City University,20
6739,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University College Dublin,120
6740,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Dublin Institute of Technology,30
6742,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,"National University of Ireland, Galway",40
6743,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Limerick IT,10
6744,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University of Limerick,10
6747,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Maynooth University,50
6751,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,IT Sligo,10
6754,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Trinity College Dublin,60
6762,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University College Cork,60
6765,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Dublin City University,40
6768,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University College Dublin,50
6771,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,"National University of Ireland, Galway",40
6773,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University of Limerick,10
6776,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Maynooth University,20
6783,2013,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Trinity College Dublin,60
6822,2013,Information and Communication Technologies,NFQ Level 6,IT Carlow,10
6830,2013,Information and Communication Technologies,NFQ Level 6,Limerick IT,10
6839,2013,Information and Communication Technologies,NFQ Level 6,IT Tallaght,10
6846,2013,Information and Communication Technologies,NFQ Level 7,Athlone IT,20
6848,2013,Information and Communication Technologies,NFQ Level 7,IT Blanchardstown,30
6850,2013,Information and Communication Technologies,NFQ Level 7,Cork IT,10
6851,2013,Information and Communication Technologies,NFQ Level 7,IT Carlow,20
6853,2013,Information and Communication Technologies,NFQ Level 7,Dundalk IT,20
6854,2013,Information and Communication Technologies,NFQ Level 7,"Dun Laoghaire Institute of Art, Design and Technology",10
6857,2013,Information and Communication Technologies,NFQ Level 7,Galway-Mayo IT,30
6859,2013,Information and Communication Technologies,NFQ Level 7,Limerick IT,20
6861,2013,Information and Communication Technologies,NFQ Level 7,Letterkenny IT,20
6867,2013,Information and Communication Technologies,NFQ Level 7,IT Sligo,30
6868,2013,Information and Communication Technologies,NFQ Level 7,IT Tallaght,10
6869,2013,Information and Communication Technologies,NFQ Level 7,IT Tralee,10
6872,2013,Information and Communication Technologies,NFQ Level 7,Waterford IT,40
6875,2013,Information and Communication Technologies,NFQ Level 8,Athlone IT,60
6877,2013,Information and Communication Technologies,NFQ Level 8,IT Blanchardstown,30
6878,2013,Information and Communication Technologies,NFQ Level 8,University College Cork,160
6879,2013,Information and Communication Technologies,NFQ Level 8,Cork IT,20
6880,2013,Information and Communication Technologies,NFQ Level 8,IT Carlow,30
6881,2013,Information and Communication Technologies,NFQ Level 8,Dublin City University,80
6882,2013,Information and Communication Technologies,NFQ Level 8,Dundalk IT,30
6883,2013,Information and Communication Technologies,NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",10
6884,2013,Information and Communication Technologies,NFQ Level 8,University College Dublin,20
6885,2013,Information and Communication Technologies,NFQ Level 8,Dublin Institute of Technology,60
6886,2013,Information and Communication Technologies,NFQ Level 8,Galway-Mayo IT,20
6887,2013,Information and Communication Technologies,NFQ Level 8,"National University of Ireland, Galway",40
6888,2013,Information and Communication Technologies,NFQ Level 8,Limerick IT,30
6889,2013,Information and Communication Technologies,NFQ Level 8,University of Limerick,80
6890,2013,Information and Communication Technologies,NFQ Level 8,Letterkenny IT,10
6892,2013,Information and Communication Technologies,NFQ Level 8,Maynooth University,40
6896,2013,Information and Communication Technologies,NFQ Level 8,IT Sligo,20
6897,2013,Information and Communication Technologies,NFQ Level 8,IT Tallaght,10
6898,2013,Information and Communication Technologies,NFQ Level 8,IT Tralee,10
6899,2013,Information and Communication Technologies,NFQ Level 8,Trinity College Dublin,30
6901,2013,Information and Communication Technologies,NFQ Level 8,Waterford IT,50
6907,2013,Information and Communication Technologies,NFQ Level 9,University College Cork,140
6908,2013,Information and Communication Technologies,NFQ Level 9,Cork IT,10
6910,2013,Information and Communication Technologies,NFQ Level 9,Dublin City University,70
6913,2013,Information and Communication Technologies,NFQ Level 9,University College Dublin,60
6914,2013,Information and Communication Technologies,NFQ Level 9,Dublin Institute of Technology,10
6916,2013,Information and Communication Technologies,NFQ Level 9,"National University of Ireland, Galway",20
6918,2013,Information and Communication Technologies,NFQ Level 9,University of Limerick,60
6919,2013,Information and Communication Technologies,NFQ Level 9,Letterkenny IT,10
6921,2013,Information and Communication Technologies,NFQ Level 9,Maynooth University,10
6928,2013,Information and Communication Technologies,NFQ Level 9,Trinity College Dublin,40
6930,2013,Information and Communication Technologies,NFQ Level 9,Waterford IT,10
6942,2013,Information and Communication Technologies,NFQ Level 10,University College Dublin,10
6957,2013,Information and Communication Technologies,NFQ Level 10,Trinity College Dublin,10
6991,2013,"Engineering, Manufacturing and Construction",NFQ Level 6,Athlone IT,10
7001,2013,"Engineering, Manufacturing and Construction",NFQ Level 6,Dublin Institute of Technology,10
7004,2013,"Engineering, Manufacturing and Construction",NFQ Level 6,Limerick IT,40
7013,2013,"Engineering, Manufacturing and Construction",NFQ Level 6,IT Tallaght,10
7017,2013,"Engineering, Manufacturing and Construction",NFQ Level 6,Waterford IT,20
7020,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,Athlone IT,50
7024,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,Cork IT,120
7025,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Carlow,50
7027,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,Dundalk IT,50
7030,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,Dublin Institute of Technology,130
7031,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,Galway-Mayo IT,130
7033,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,Limerick IT,90
7035,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,Letterkenny IT,20
7041,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Sligo,70
7042,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Tallaght,40
7043,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Tralee,30
7046,2013,"Engineering, Manufacturing and Construction",NFQ Level 7,Waterford IT,40
7049,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Athlone IT,10
7051,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Blanchardstown,10
7052,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,University College Cork,180
7053,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Cork IT,270
7054,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Carlow,40
7055,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Dublin City University,50
7056,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Dundalk IT,50
7058,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,University College Dublin,260
7059,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Dublin Institute of Technology,350
7060,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Galway-Mayo IT,110
7061,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,"National University of Ireland, Galway",190
7062,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Limerick IT,90
7063,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,University of Limerick,290
7064,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Letterkenny IT,20
7066,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Maynooth University,30
7070,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Sligo,70
7071,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Tallaght,80
7072,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Tralee,10
7073,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Trinity College Dublin,50
7075,2013,"Engineering, Manufacturing and Construction",NFQ Level 8,Waterford IT,100
7081,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,University College Cork,70
7082,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,Cork IT,20
7084,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,Dublin City University,40
7087,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,University College Dublin,160
7088,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,Dublin Institute of Technology,40
7089,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,Galway-Mayo IT,10
7090,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,"National University of Ireland, Galway",30
7092,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,University of Limerick,40
7095,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,Maynooth University,10
7102,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,Trinity College Dublin,40
7104,2013,"Engineering, Manufacturing and Construction",NFQ Level 9,Waterford IT,10
7110,2013,"Engineering, Manufacturing and Construction",NFQ Level 10,University College Cork,20
7113,2013,"Engineering, Manufacturing and Construction",NFQ Level 10,Dublin City University,10
7116,2013,"Engineering, Manufacturing and Construction",NFQ Level 10,University College Dublin,10
7119,2013,"Engineering, Manufacturing and Construction",NFQ Level 10,"National University of Ireland, Galway",20
7121,2013,"Engineering, Manufacturing and Construction",NFQ Level 10,University of Limerick,20
7131,2013,"Engineering, Manufacturing and Construction",NFQ Level 10,Trinity College Dublin,20
7172,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 6,Dundalk IT,30
7188,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 6,IT Tralee,10
7194,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Athlone IT,20
7196,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,IT Blanchardstown,10
7198,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Cork IT,40
7201,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Dundalk IT,40
7205,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Galway-Mayo IT,40
7209,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Letterkenny IT,20
7217,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,IT Tralee,10
7220,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 7,Waterford IT,50
7227,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Cork IT,20
7230,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Dundalk IT,30
7232,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,University College Dublin,300
7234,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Galway-Mayo IT,10
7237,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,University of Limerick,20
7246,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,IT Tralee,10
7249,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 8,Waterford IT,30
7261,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 9,University College Dublin,30
7290,2013,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 10,University College Dublin,10
7339,2013,Health and Welfare,NFQ Level 6,Athlone IT,60
7344,2013,Health and Welfare,NFQ Level 6,IT Carlow,30
7349,2013,Health and Welfare,NFQ Level 6,Dublin Institute of Technology,10
7351,2013,Health and Welfare,NFQ Level 6,"National University of Ireland, Galway",170
7368,2013,Health and Welfare,NFQ Level 7,Athlone IT,60
7370,2013,Health and Welfare,NFQ Level 7,IT Blanchardstown,40
7371,2013,Health and Welfare,NFQ Level 7,University College Cork,10
7372,2013,Health and Welfare,NFQ Level 7,Cork IT,70
7373,2013,Health and Welfare,NFQ Level 7,IT Carlow,40
7375,2013,Health and Welfare,NFQ Level 7,Dundalk IT,10
7381,2013,Health and Welfare,NFQ Level 7,Limerick IT,10
7383,2013,Health and Welfare,NFQ Level 7,Letterkenny IT,30
